,F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,logK,porosity,litho_measured,soil_class,litho_main,K_Barr,K_AlyamaniSen,K_Shepherd,K_VanBaaren,K_Bear_KozenyCarman
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438579,0.483546,0.596447,1.179696,1.468682,1.554295,1.708001,1.860311,1.222631,0.562852,2.03134,7.587892,16.416966,24.029596,20.534221,13.760278,4.415074,0.149595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.4313637641589873,,Z,zs1,Z,0.011064833689102384,0.009704549197520557,0.01969332873542703,0.011792736726501992,0.015007264275262005
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02552,0.17114,0.508987,0.76016,0.909593,1.47772,4.556998,11.582844,20.568251,22.431006,19.502979,11.49323,3.515721,0.256092,0.459971,1.38136,0.398429,0.0,0.0,0.0,8.0,0.9030899869919436,,Z,zs1,Z,0.05230653762032491,0.05495479831168393,0.025398032400720538,0.024525767907213437,0.0709435004129583
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036886,0.236476,0.598848,0.725929,0.793357,1.691471,5.540036,13.148998,21.470181,21.740498,17.785271,10.027188,3.322999,0.686641,0.769088,1.139052,0.287082,0.0,0.0,0.0,7.3,0.8633228601204559,,Z,zs1,Z,0.05049688627576672,0.05318783038210937,0.024339053976979094,0.02459872135760747,0.0684890653317862
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30749,0.29975,0.328217,0.62058,1.080563,1.295279,1.641246,3.011787,5.818469,11.176919,14.947663,17.869418,16.723248,12.938693,7.300041,3.773826,0.864618,0.002192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1139433523068367,,Z,zs1,Z,0.012028751941256546,0.012348902609103311,0.01100865902764121,0.00745324527638644,0.016314629243980264
367,0.0,0.0,0.0,0.0,0.0,0.772265,1.539272,0.775969,0.558299,0.461216,0.781915,1.081821,1.229479,1.501098,2.555372,4.706138,9.020212,12.419881,15.739768,16.062507,13.981999,9.109695,5.5424,2.117331,0.043365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000001,-0.0555173278498313,,Z,zs1,Z,0.008120742357504773,0.007856336060870961,0.011880735810931615,0.008994053359258148,0.011014185128730552
368,0.0,0.0,0.19,1.17,1.17,1.54,1.98,2.32,2.26,3.18,9.95,12.06,10.52,9.44,9.62,8.55,7.72,5.63,4.41,3.25,2.44,1.58,0.95,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,-1.0087739243075051,,Z,zs4,Z,0.0002465685481515329,0.00012428547800353597,0.0025462644502582685,0.0002644956375744441,0.0003344215980148095
369,0.0,0.0,0.0,0.0,0.0,1.369938,1.157967,1.605827,1.637583,2.041388,5.212817,6.910128,6.890486,7.077068,8.626997,9.809355,11.715453,10.923968,9.880317,7.082675,4.40868,2.386269,1.184851,0.078232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.6989700043360187,,Z,zs3,Z,0.001038207964781017,0.0007833543649849714,0.004985917377663328,0.0021519170829554586,0.0014081243096763238
370,0.0,0.0,0.0,0.047756,0.551135,0.741413,0.911196,1.375005,1.581089,1.911895,5.838859,11.946494,14.520307,15.133729,14.895941,10.211509,6.29997,4.050011,3.839619,2.838146,1.688776,1.21817,0.375197,0.023783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-0.4559319556497244,,Z,zs3,Z,0.0015775802823706935,0.0015653528306354364,0.0027639658043316796,0.001191791991089759,0.002139676463126312
371,0.0,0.0,0.65,1.57,2.16,3.13,4.05,5.73,6.44,8.5,17.57,15.39,10.93,8.11,6.43,3.89,1.96,0.68,0.56,0.78,0.83,0.56,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,-1.6777807052660807,,L,lz3,L,8.086306855983946e-06,2.150066224450324e-05,0.0011832991235803747,4.3276432656600546e-05,1.0967480163586504e-05
372,0.0,0.0,0.0,0.233523,1.254521,1.200592,2.050182,2.93568,3.734236,5.467201,15.161218,17.730489,14.182287,10.777019,8.364187,5.080802,3.208934,2.089965,1.779411,1.139047,0.706025,0.628883,0.159632,0.0,0.0046,0.349783,1.023777,0.668392,0.069612,0.0,0.0,0.0,0.09,-1.0457574905606752,,Z,zs4,Z,0.00028686186865732886,0.00020470554234713892,0.001732210674007041,0.0003538438792944192,0.00038907153911187884
373,0.0,0.0,0.0,0.0,0.287431,0.689086,0.934766,1.139469,0.952597,1.055371,2.315433,3.116816,3.885318,5.310397,8.283301,10.526374,12.501624,11.41187,10.707409,8.964413,7.139921,4.810675,3.183682,1.094501,0.030713,0.266347,0.934268,0.420053,0.038164,0.0,0.0,0.0,0.22,-0.6575773191777937,,Z,zs2,Z,0.002796343439366806,0.002548269044105776,0.007043085008565138,0.0026895620135643254,0.003792688275134582
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144369,0.193847,0.434054,0.970945,1.644106,2.711987,5.257328,8.669669,13.343131,14.827555,15.483039,13.314588,10.110043,6.070543,3.543884,1.177878,0.037908,0.436852,0.946165,0.605057,0.077051,0.0,0.0,0.0,1.7,0.2304489213782739,,Z,zs1,Z,0.009879579261967747,0.01018347941506247,0.009796334815119654,0.0072783462292830186,0.013399700445454745
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13008,0.322126,0.49433,0.645931,1.171495,2.628807,6.237762,10.185714,14.996198,17.732818,17.525067,12.359217,8.012671,3.620221,1.13517,0.901724,1.230747,0.589029,0.080893,0.0,0.0,0.0,6.5,0.8129133566428556,,Z,zs1,Z,0.021222831505260886,0.022177607512162627,0.015567488372917729,0.010910651923812374,0.028784584569263794
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03587,0.206735,0.282546,0.340139,0.907686,2.823718,7.1598,11.380807,15.917252,17.837852,16.86138,11.584124,7.446345,3.31714,0.920935,0.78557,1.231866,0.852664,0.10757,0.0,0.0,0.0,5.7,0.7558748556724915,,Z,zs1,Z,0.021708788436324813,0.022810540881272524,0.014995720749243158,0.011119494396453697,0.029443689287489624
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062975,0.47272,0.626672,0.538941,0.995189,4.557921,11.700899,18.978037,23.64786,20.992688,12.351411,4.711043,0.363646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.6232492903979004,,Z,zs1,Z,0.019375463639893297,0.020373178041968518,0.010947326615254804,0.00860231860756171,0.026278994467489086
378,0.0,0.0,0.0,0.0,0.0,0.213971,0.597389,0.609451,0.715321,0.849305,1.79242,2.70471,3.171914,3.74775,5.231291,6.680224,9.175047,10.602405,12.826174,13.400002,11.998456,7.59852,4.175482,1.289778,0.042232,0.552175,1.077449,0.799481,0.149052,0.0,0.0,0.0,2.0,0.3010299956639812,,Z,zs1,Z,0.003814832865593752,0.0032777271234555243,0.010330745455302258,0.007249795489753898,0.005174068276896513
379,0.0,0.0,0.0,0.0,0.264254,0.468497,0.661379,0.860305,0.87107,1.207238,4.807184,9.504392,12.342005,14.828535,17.85621,15.63367,10.449746,4.688311,2.002529,1.101925,1.07736,1.012742,0.338719,0.023928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.2365720064370627,,Z,zs3,Z,0.0025824645728066806,0.0026425005708153935,0.0032040758697440223,0.0018179640059673196,0.0035026037819060473
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27762,0.36586,0.118945,0.34965,2.863271,10.293472,16.879148,22.501776,21.523233,15.299475,6.901798,2.493569,0.132182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.7923916894982539,,Z,zs1,Z,0.02203167397646083,0.023288792531396384,0.012006971044633403,0.00860822654007407,0.029881619831014585
381,0.0,0.0,0.0,0.0,0.0,0.177592,0.511744,0.423291,0.423969,0.313274,0.338104,0.543964,0.478911,0.370773,0.87861,3.75724,9.023354,14.051709,17.781476,17.365299,13.971484,8.30247,4.830979,1.979076,0.599239,0.942083,1.481187,1.184215,0.269957,0.0,0.0,0.0,2.3,0.3617278360175928,,Z,zs1,Z,0.01768019364033969,0.018555001851986247,0.01276338726477058,0.007880500169173799,0.02397969511821093
382,0.0,0.0,0.0,0.0,0.0,0.862381,2.243831,1.957824,1.72313,1.318785,1.283015,1.141594,0.873889,0.685198,1.205545,3.26529,7.767645,11.338323,14.120594,13.752247,11.523012,7.878361,5.922985,3.605369,1.792557,1.538784,2.098432,1.701805,0.399404,0.0,0.0,0.0,2.1,0.3222192947339193,,Z,zs2,Z,0.0016528737341044908,0.0007241121864298578,0.012625203369641456,0.0033976640026022356,0.002241797178187637
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480435,0.754552,0.620925,1.375878,5.743121,12.363636,21.962901,22.570017,18.892317,10.23121,3.97061,0.751259,0.255141,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.4623979978989561,,Z,zs1,Z,0.012917658536618267,0.013593179812814733,0.007823359207103668,0.006177672584205137,0.017520255696888927
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070925,0.137976,0.010551,0.517667,0.841972,0.932438,1.969861,6.719549,13.365632,22.138395,21.609051,17.276347,9.022718,3.588328,1.037069,0.705322,0.056197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.9395192526186184,,Z,zs1,Z,0.011607281312890187,0.012191702163541854,0.007521038774819737,0.004219074528960706,0.015742987474941815
385,0.0,0.0,1.129769,0.95145,2.426657,5.824834,10.774467,17.947611,13.594005,7.599047,6.070125,3.932696,3.39194,4.024305,5.609991,5.647574,4.529138,2.433162,1.466746,0.972343,0.725115,0.537925,0.379767,0.031333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.958607314841775,,K,ks4,L,3.3673015836526464e-06,3.0027593852759964e-07,0.00032503430924483593,2.4342395434336194e-06,4.5670803719493595e-06
386,0.0,0.0,0.0,0.0,0.0,0.145374,0.601181,0.606422,0.308838,0.227612,0.701375,1.460748,2.200117,3.403909,6.068733,9.078152,12.991035,14.082703,14.882861,13.053273,9.964041,5.943391,3.402426,0.87352,0.004288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.8239087409443188,,Z,zs1,Z,0.007307574619819253,0.0073578627856806696,0.009141054060681398,0.006799355183820975,0.009911283496184328
387,0.0,0.0,0.0,0.0,0.132485,0.566853,1.003596,1.238807,0.750625,0.480376,1.20725,2.475169,3.52646,4.9852,7.897088,10.332027,12.928984,12.577545,12.439783,10.572453,7.869426,4.556294,2.58863,0.706559,0.010444,0.118977,0.6598,0.331036,0.044135,0.0,0.0,0.0,0.17,-0.7695510786217261,,Z,zs1,Z,0.004067356991593758,0.003904532627948192,0.007612586459959893,0.002987637246960511,0.005516567441478993
388,0.0,0.0,0.318598,2.716829,1.902135,4.637367,9.836838,16.087526,13.309591,12.208684,15.291982,9.101633,4.95231,3.071031,2.246696,1.259506,0.571189,0.251359,0.509903,0.64252,0.565304,0.439315,0.079686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,-1.6575773191777938,,L,lz1,L,4.2351400074056655e-06,8.776273014104997e-07,0.0003960649364012022,2.7430403576441033e-06,5.744132005930575e-06
389,0.0,0.0,0.0,0.0,0.980616,2.235772,4.838962,10.972754,13.453066,14.83768,18.955609,11.133575,6.439104,4.527141,3.772616,2.293276,0.991878,0.463607,0.969764,1.143933,0.888238,0.662216,0.411754,0.028439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,-1.744727494896694,,L,lz3,L,3.603425241265934e-05,1.178323123833132e-05,0.000710404067832844,0.0001090896049511939,4.887335536284466e-05
390,0.0,0.0,0.379956,1.345701,2.123008,4.499207,7.727669,9.838618,7.385242,6.589779,8.670595,6.425695,4.526565,3.589238,3.338991,2.835793,3.13313,3.709484,5.049815,5.6806,5.331143,3.700412,2.432048,1.010314,0.141372,0.104474,0.313843,0.117308,0.0,0.0,0.0,0.0,0.053,-1.275724130399211,,K,ks4,L,3.0358184681254277e-06,5.7194487442659805e-05,0.0012825127953098043,1.2720359287341683e-06,4.1174889133444585e-06
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039538,0.246377,0.528939,0.545288,1.216837,3.925983,10.496394,19.536359,25.542119,20.61001,13.339616,3.850754,0.121787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0791812460476249,,Z,zs1,Z,0.040169089049695135,0.042269116503053955,0.01963872378146317,0.017258626764214326,0.05448144563248389
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035825,0.228249,0.522825,0.533069,0.910956,2.930621,8.539818,17.304925,24.713381,21.994693,16.016458,6.049651,0.219528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.9731278535996988,,Z,zs1,Z,0.04332664291045162,0.04564142870800388,0.021118081999140396,0.017179083963965912,0.05876404459268487
393,0.0,0.0,0.0,0.0,0.117039,0.703472,0.872711,0.850143,0.526795,0.348023,0.30223,0.337829,0.393323,0.478943,0.947217,2.406384,6.176687,10.439988,15.378664,17.622024,16.265089,10.391527,5.990629,2.351672,0.757757,0.837453,1.316484,0.60745,0.015801,0.234399,1.612927,1.717341,2.9,0.4623979978989561,,Z,zs1,Z,0.017347715403505947,0.017896325308933255,0.014730648090381984,0.010502991421260531,0.0235287539738491
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147723,0.236348,0.209407,0.196948,0.344648,0.443132,0.485814,0.989119,2.809296,8.049364,13.154244,18.568059,19.504939,16.123083,8.715292,4.702978,1.131027,0.02467,0.536535,1.531053,1.648934,0.447387,0.0,0.0,0.0,2.1,0.3222192947339193,,Z,zs1,Z,0.020336398754212615,0.021321032588344967,0.013405082832441463,0.011404366268849086,0.0275823133981814
395,0.0,0.0,0.0,0.0,0.09582,0.198206,0.467054,0.542094,0.344018,0.077211,0.304807,0.649217,0.831015,1.583493,4.712309,9.326918,16.727064,18.848889,18.495159,13.432434,6.723769,2.497384,0.594228,0.039871,0.0,0.026001,0.458707,0.320326,0.051804,0.150769,1.106796,1.394637,3.4,0.5314789170422551,,Z,zs1,Z,0.011879656082404787,0.012427554510562096,0.008854667278161225,0.005761677476544441,0.016112410121758916
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248284,0.607998,0.778928,1.496214,4.088742,9.441227,16.60681,19.930532,20.207269,14.674358,8.254237,2.692157,0.924847,0.048396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.5910646070264992,,Z,zs1,Z,0.01338845183442434,0.014046207172208674,0.009073237192317856,0.00824369843240731,0.0181587939377444
397,0.0,0.0,0.453905,2.827097,3.028246,6.624022,10.423483,14.177981,10.858166,9.63256,13.626879,9.54655,5.990606,4.199146,3.314037,1.891513,0.786913,0.280498,0.535005,0.58834,0.460968,0.444967,0.270151,0.038967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,-3.9208187539523753,,K,ks4,L,1.4601566053698413e-06,8.273321784794562e-06,0.00041159486683748535,1.6240616275236363e-06,1.980414408002937e-06
398,0.0,0.0,0.146754,1.346721,1.166055,2.742052,4.150685,5.423344,4.50845,4.200016,6.270378,5.901588,6.057343,7.265866,9.702708,9.815351,8.616713,5.847656,4.582481,3.384235,2.515101,1.940286,1.531464,0.79762,0.283145,0.624544,0.836151,0.311376,0.031918,0.0,0.0,0.0,0.1,-1.0,,K,kz3,K,1.2011071794742542e-05,0.00014218112014650452,0.0030672163397649456,0.00027698829819492767,1.6290649612779623e-05
399,0.0,0.0,0.797019,1.492495,3.000516,6.191285,9.549114,11.048679,6.939158,5.138924,6.823011,6.334878,6.199363,6.903209,8.420231,7.573021,5.591431,2.879682,1.741817,1.220855,0.989176,0.74034,0.403192,0.022602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.8239087409443188,,K,ks4,L,1.4960149493716182e-06,6.429403055278364e-05,0.0010819925514094944,1.1394300085032918e-06,2.029049178305714e-06
400,0.0,0.0,1.292041,1.598485,4.407915,10.932971,19.930822,24.724103,13.366301,7.255897,6.526956,3.459536,1.523282,0.843259,0.804283,0.685901,0.53792,0.29772,0.244991,0.19571,0.387856,0.795201,0.188847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,-4.026872146400302,,K,ks2,K,1.9160423606001655e-06,2.398615467473407e-07,9.898225282743089e-05,4.108124240276898e-06,2.5987335079824594e-06
401,0.0,0.0,0.0,0.0,0.164664,0.676316,1.24319,1.886204,1.669566,1.739202,2.467428,2.402363,3.100001,4.32441,6.27648,7.214213,8.99528,10.736196,13.883579,14.321071,11.228661,5.592124,1.993625,0.085428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,-0.3665315444204134,,Z,zs2,Z,0.0014764432448004467,0.0008720490638929913,0.00880664133060843,0.005437887242621157,0.0020025040217249873
402,0.0,0.0,0.701471,0.85139,2.021768,4.436135,6.517251,7.086249,4.097211,3.071376,3.969369,3.992694,5.696289,8.658896,13.015608,13.433881,10.720524,5.460121,2.615178,1.304522,1.001625,0.853058,0.472035,0.023349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,-0.1135092748275181,,K,kz2,K,3.180247828268865e-06,0.00026805626684418154,0.002893912848927975,0.00019610470618696075,4.313378850570928e-06
403,0.0,0.0,0.093032,0.611278,0.850435,2.022203,3.038214,3.567975,2.033108,1.333624,1.87462,1.770777,2.010912,2.822444,4.436692,5.353782,6.009483,5.903985,7.500605,9.882861,12.122154,10.633777,8.253293,4.365196,1.427176,0.548297,0.842061,0.587653,0.104363,0.0,0.0,0.0,0.037,-1.431798275933005,,Z,zk,Z,3.434706917748076e-05,0.0010989478015318904,0.011999483798131887,0.0012786638496098937,4.6585024114264386e-05
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012497,0.205685,0.602383,1.211822,1.842568,3.499363,6.793535,13.341022,20.336224,23.592104,17.598728,9.064464,1.899606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.1139433523068367,,Z,zs1,Z,0.02781060687910413,0.02894317015531558,0.017225678211102227,0.016306083576272137,0.037719602374248866
405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015971,0.246499,0.63517,1.236029,1.851521,3.487375,6.742656,13.259694,20.276091,23.52538,17.485074,9.077717,2.160825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0791812460476249,,Z,zs1,Z,0.027653640795050474,0.02876733861333526,0.01724776098861413,0.01627308056596015,0.0375067088440039
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.28,0.25,0.27,1.69,5.87,13.05,20.14,23.45,17.41,10.9,3.46,0.48,0.5,0.84,1.09,0.2,0.0,0.0,0.0,8.1,0.9084850188786496,0.369811320754717,Z,zs1,Z,0.037040108939406576,0.03908496590081901,0.018648869923432322,0.01712408765018711,0.050237601328399474
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.33,0.28,0.21,1.69,6.4,14.4,21.96,24.63,17.72,9.3,2.92,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.919078092376074,0.378754716981132,Z,zs1,Z,0.03695420549189339,0.039045239472100396,0.017725168194539037,0.017412197154863834,0.0501210902469671
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.31,0.34,0.6,3.29,8.0,15.56,21.38,22.1,15.06,7.79,2.67,0.32,0.72,0.59,0.86,0.24,0.0,0.0,0.0,7.5,0.8750612633917001,0.376264150943396,Z,zs1,Z,0.03143726686754202,0.03318691441107544,0.01683424809616212,0.01691057781126577,0.04263845126183854
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.26,0.35,0.48,1.24,4.51,9.81,17.02,21.7,21.28,13.71,7.37,2.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.380211241711606,0.358415094339623,Z,zs1,Z,0.027866588072832554,0.02936918114529439,0.015590646389140652,0.011846480418206781,0.03779552982081813
410,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.62,0.64,0.6,0.79,1.08,1.24,1.43,2.28,4.99,10.29,15.4,19.3,18.18,12.83,6.55,2.74,0.74,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5599999999999999,-0.2518119729937996,0.361245283018868,Z,zs1,Z,0.011877197068010478,0.012103585524985949,0.011027928064980945,0.007454521605288069,0.01610907495379264
411,0.0,0.0,0.3,2.76,1.84,4.53,8.8,17.48,18.73,14.69,12.54,5.96,3.23,2.35,2.19,1.37,0.48,0.13,0.57,0.77,0.57,0.46,0.24,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7e-06,-5.2441251443275085,,L,lz1,L,5.400436870423936e-06,6.298701964847685e-09,0.0003150885562684299,1.4496215205996305e-05,7.324627336797825e-06
412,0.0,0.0,0.67,2.4,3.4,7.33,12.46,18.2,15.55,12.92,11.89,5.2,2.47,1.73,1.72,1.15,0.4,0.08,0.52,0.77,0.6,0.44,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,-3.823908740944319,,K,ks3,K,1.787454903091228e-06,9.618533262879818e-07,0.0002335479572859662,2.4542953633959703e-06,2.424329986741897e-06
413,0.0,1.43,3.95,6.58,11.27,13.1,14.71,14.55,9.28,6.57,6.14,3.48,2.24,1.82,1.67,1.36,1.06,0.48,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-06,-5.267606240177032,,V,p,K,9.82017005705178e-08,7.744603137819427e-07,5.279874064469988e-05,3.409918533870378e-07,1.3319123577911297e-07
414,0.0,0.0,0.0,0.0,0.0,0.16,0.65,1.21,1.25,1.24,2.08,2.74,3.49,4.7,7.19,9.25,11.87,12.27,12.92,11.43,8.8,5.19,2.75,0.78,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,-1.1249387366083,0.391547169811321,Z,zs2,Z,0.0032425932153747053,0.002926091345680522,0.007915909583579217,0.005445680143442874,0.004397938070070297
415,0.0,0.0,0.0,0.0,0.0,0.07,0.48,0.45,0.23,0.29,0.54,2.22,4.84,8.06,12.93,15.27,16.06,12.96,10.7,7.36,4.41,2.24,0.85,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,-0.5686362358410126,0.360490566037736,Z,zs1,Z,0.0058702593081026815,0.006134690292828812,0.005822739182756904,0.0037402940090383078,0.007961848797400252
416,0.0,0.0,0.0,0.0,0.0,0.07,0.5,0.45,0.25,0.3,1.22,2.51,3.58,5.04,7.91,10.36,13.25,13.35,13.5,11.37,8.31,4.73,2.5,0.79,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.8239087409443188,0.337018867924528,Z,zs1,Z,0.005356894716250065,0.005323936708296322,0.007919628219511688,0.006479693640747434,0.0072655709936875765
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.5,0.85,1.02,1.32,2.32,4.08,7.36,9.89,12.85,14.34,14.71,11.73,8.99,5.07,1.84,0.81,0.74,1.05,0.29,0.0,0.0,0.0,1.9,0.2787536009528289,0.343169811320755,Z,zs1,Z,0.014137409785186553,0.014403965682702875,0.015226372927418689,0.013674876521800949,0.019174607660206143
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.24,0.28,0.46,1.34,4.93,9.47,15.59,19.2,18.94,13.08,8.39,3.89,1.32,0.87,0.64,0.99,0.29,0.0,0.0,0.0,6.2,0.7923916894982539,0.34988679245283,Z,zs1,Z,0.026782285385401602,0.02826338615781296,0.016361806675813394,0.01147048190403661,0.03632488711240763
419,0.0,0.0,0.0,0.0,0.71,2.2,4.83,9.18,8.73,8.06,10.65,8.39,7.22,7.35,8.22,6.56,4.17,2.35,2.59,2.63,2.05,1.46,0.97,0.46,0.11,0.37,0.45,0.24,0.07,0.0,0.0,0.0,0.001,-3.0,,V,p,K,2.3500006622087294e-05,3.4644591889441675e-06,0.001521497024972351,5.577367646469116e-05,3.1873123424838476e-05
420,0.0,0.0,0.0,0.0,0.38,1.11,1.95,2.86,2.5,2.6,4.38,4.72,5.66,7.64,11.29,12.84,13.09,10.27,8.31,5.43,2.92,1.43,0.59,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,-0.4089353929735008,0.411924528301887,Z,zs3,Z,0.0004213718750552995,0.00016639886332164643,0.004470753963264346,0.0016057955229776511,0.0005715078296518485
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.3,0.28,0.65,1.02,1.27,2.04,4.62,9.09,15.78,18.56,19.25,14.63,8.67,2.9,0.78,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.4913616938342727,0.382037735849057,Z,zs1,Z,0.011324409962577631,0.011772808670280039,0.008968215309018744,0.007891652270642969,0.015359328286804025
422,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.34,0.23,0.18,0.41,0.73,1.0,1.52,3.07,5.76,10.5,13.84,16.9,16.45,13.09,7.4,3.91,1.45,0.4,0.97,0.9,0.64,0.12,0.0,0.0,0.0,3.1,0.4913616938342727,0.351849056603774,Z,zs1,Z,0.012624758402082386,0.013000812950020913,0.011626565485611319,0.007386693265599195,0.017122994441207427
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.23,0.26,0.45,0.96,1.52,2.04,2.37,4.27,8.72,16.94,20.53,20.71,14.7,5.7,0.44,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0791812460476249,0.403320754716981,Z,zs1,Z,0.037966627972136686,0.03884597921202037,0.026591197974023043,0.030778067548870004,0.05149424163325422
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.3,0.64,0.77,1.03,2.46,7.09,15.21,23.3,22.24,17.41,7.75,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.8920946026904804,0.409433962264151,Z,zs1,Z,0.04425546590112895,0.04648272908170319,0.022376353194728308,0.01696451304717746,0.0600238097620215
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.25,0.25,0.25,0.52,0.73,0.93,1.37,4.81,10.13,17.61,21.4,19.14,11.31,5.44,1.95,0.37,0.86,0.86,1.12,0.33,0.0,0.0,0.0,7.4,0.8692317197309762,0.420075471698113,Z,zs1,Z,0.02528658078080009,0.02657889479852252,0.014927094076229558,0.01170730667875232,0.034296258855564664
